generated_token_index,token_id,token_text,prediction_position,cosine_similarity
183,527, are,247,0.08497139066457748
184,31183, situated,248,0.12260492146015167
185,304, in,249,0.09809556603431702
186,12976, relation,250,0.13319973647594452
187,311, to,251,0.030522892251610756
188,1855, each,252,0.142867773771286
189,1023, other,253,0.04056047275662422
190,374, is,254,0.0331866592168808
191,16996, crucial,255,0.014430305920541286
192,369, for,256,-0.00475105457007885
193,3339, making,257,0.03723110258579254
194,420, this,258,0.05743013322353363
195,26314, determination,259,0.0554235577583313
196,382,".

",260,-0.0017424693796783686
197,567,##,261,-0.015232432633638382
198,15166, Step,262,-0.015833687037229538
199,220, ,263,0.0018342414405196905
200,19,4,264,0.05608254671096802
201,25,:,265,-0.008199155330657959
202,7557, Make,266,0.03136099874973297
203,279, the,267,0.03735105320811272
204,12593, comparison,268,0.05920477956533432
205,198,"
",269,0.015552177093923092
206,27131,Without,270,0.024395834654569626
207,3230, specific,271,0.015194166451692581
208,14564, addresses,272,0.07103340327739716
209,477, or,273,0.001600873190909624
210,264, a,274,0.07022366672754288
211,11944, detailed,275,0.03848106414079666
212,2472, map,276,0.035936400294303894
213,11,",",277,0.007635790389031172
214,584, we,278,0.006391796283423901
215,2011, must,279,0.004525001626461744
216,17631, rely,280,0.004538870882242918
217,389, on,281,-0.0043992046266794205
218,4689, general,282,0.03907477483153343
219,6677, knowledge,283,0.03978466987609863
220,477, or,284,0.003914066590368748
221,2561, available,285,0.018731383606791496
222,828, data,286,0.020455701276659966
223,922, about,287,0.006692402996122837
224,279, the,288,0.03836718201637268
225,10687, locations,289,0.06357178092002869
226,315, of,290,0.019286105409264565
227,2006, IN,291,0.008255920372903347
228,96778,DEPEND,292,0.005679863505065441
229,10360,ENCE,293,0.16382235288619995
230,67384, PARK,294,0.00915568694472313
231,323, and,295,0.007128449156880379
232,11659, PS,296,0.004211663268506527
233,220, ,297,0.006632599048316479
234,806,11,298,-0.006919474340975285
235,4534, TH,299,0.001917546265758574
236,1937,OM,300,0.056773580610752106
237,1950,AS,301,0.016201602295041084
238,423, D,302,0.01764795184135437
239,7691,ONG,303,-0.010484159924089909
240,1111,AN,304,0.12234199047088623
241,13,.,305,0.01800810918211937
242,1442, If,306,0.019211910665035248
243,2006, IN,307,0.026264924556016922
244,96778,DEPEND,308,0.021694548428058624
245,10360,ENCE,309,0.11084330081939697
246,67384, PARK,310,0.02267485111951828
247,374, is,311,0.15127944946289062
248,7559, located,312,0.18914319574832916
249,304, in,313,0.20046550035476685
250,264, a,314,0.13147243857383728
251,3158, area,315,0.1810338944196701
252,430, that,316,0.16585944592952728
253,374, is,317,0.15860062837600708
254,3967, known,318,0.2153329849243164
255,311, to,319,0.10705388337373734
256,387, be,320,0.2200775444507599
257,10007, south,321,0.27397817373275757
258,315, of,322,0.11179907619953156
259,279, the,323,0.03824897110462189
260,3158, area,324,0.06017415598034859
261,1405, where,325,0.018745359033346176
262,11659, PS,326,0.005892984569072723
263,220, ,327,0.0068787625059485435
264,806,11,328,-0.005101880524307489
265,4534, TH,329,0.00860401801764965
266,1937,OM,330,0.010366718284785748
267,1950,AS,331,0.13091906905174255
268,423, D,332,0.001498042605817318
269,7691,ONG,333,0.009860213845968246
270,1111,AN,334,0.0096428906545043
271,374, is,335,0.02091585472226143
272,31183, situated,336,0.035678084939718246
273,11,",",337,0.01567453145980835
274,1243, then,338,0.007125223055481911
275,584, we,339,0.011848298832774162
276,649, can,340,0.008987091481685638
277,32194, conclude,341,0.022682853043079376
278,430, that,342,0.019146015867590904
279,2006, IN,343,0.022692598402500153
280,96778,DEPEND,344,0.007090951316058636
281,10360,ENCE,345,-0.010835685767233372
282,67384, PARK,346,0.008630125783383846
283,374, is,347,0.10517687350511551
284,13118, indeed,348,0.1784307360649109
285,10007, south,349,0.22062084078788757
286,315, of,350,0.10488741099834442
287,11659, PS,351,0.021952560171484947
288,220, ,352,0.007205657660961151
289,806,11,353,-0.0023976098746061325
290,4534, TH,354,0.013511099852621555
291,1937,OM,355,0.009511543437838554
292,1950,AS,356,0.034425877034664154
293,423, D,357,0.014904266223311424
294,7691,ONG,358,-0.014232538640499115
295,1111,AN,359,-0.00930316187441349
296,382,".

",360,0.009331963025033474
297,791,The,361,-0.003570070955902338
298,1620, final,362,0.00017138756811618805
299,4320, answer,363,-0.0013811599928885698
300,374, is,364,-0.006234672386199236
301,25,:,365,0.03193998336791992
302,59060, $\,366,0.015337172895669937
303,80175,boxed,367,0.01240542158484459
304,90,{,368,0.03286387771368027
305,14331,YES,369,0.06054282933473587
306,32816,}$,370,0.0028557865880429745
307,128009,<|eot_id|>,371,-0.016791190952062607
