generated_token_index,token_id,token_text,prediction_position,cosine_similarity
155,11000, possibly,222,0.06628168374300003
156,3221, near,223,0.07020177692174911
157,264, a,224,0.040500741451978683
158,23542, bay,225,0.03801722824573517
159,382,".

",226,0.04565426707267761
160,17,2,227,0.029917364940047264
161,13,.,228,0.04171963036060333
162,3146, **,229,0.03710804134607315
163,9688,Ge,230,0.1042623221874237
164,32277,ographical,231,0.12169524282217026
165,9805, Context,232,0.15084508061408997
166,334,**,233,0.11205726116895676
167,512,":
",234,0.06219827011227608
168,256,  ,235,0.040232181549072266
169,482, -,236,0.031765416264534
170,26832, Brooklyn,237,0.07606638967990875
171,596,'s,238,0.045046936720609665
172,54242, geography,239,0.03686206042766571
173,5764, includes,240,0.0961308404803276
174,3892, several,241,0.043530020862817764
175,293, b,242,0.032313887029886246
176,954,ays,243,0.047866325825452805
177,323, and,244,0.05849308893084526
178,70027, waterfront,245,0.023084476590156555
179,5789, areas,246,0.06369519233703613
180,11,",",247,0.10801537334918976
181,449, with,248,0.07446344941854477
182,279, the,249,0.027601206675171852
183,18561, southern,250,0.03550489991903305
184,961, part,251,0.04813854396343231
185,315, of,252,0.057856444269418716
186,279, the,253,0.028074445202946663
187,66841, borough,254,0.021229291334748268
188,1694, being,255,0.0636390969157219
189,12401, closer,256,0.05865093320608139
190,311, to,257,0.07744801044464111
191,279, the,258,0.027230290696024895
192,23179, Atlantic,259,0.016427993774414062
193,22302, Ocean,260,0.042837243527173996
194,323, and,261,0.08279352635145187
195,3515, having,262,0.0399928018450737
196,810, more,263,0.03613242134451866
197,2167, direct,264,0.02023390866816044
198,2680, access,265,0.05961625650525093
199,311, to,266,0.07125987857580185
200,293, b,267,0.038909491151571274
201,954,ays,268,0.04771822318434715
202,323, and,269,0.045155350118875504
203,35909, beaches,270,0.03909626975655556
204,627,".
",271,0.08260828256607056
205,256,  ,272,0.04548466578125954
206,482, -,273,0.07675600051879883
207,578, The,274,0.07770628482103348
208,33993, Belt,275,0.056324779987335205
209,68253, Parkway,276,-0.00012697093188762665
210,11,",",277,0.023602277040481567
211,902, which,278,0.030842946842312813
212,5764, includes,279,0.027425803244113922
213,40073, bridges,280,0.0655553936958313
214,1093, like,281,0.027812102809548378
215,69359, BEL,282,0.05954761058092117
216,51,T,283,0.07111424952745438
217,6570, SH,284,0.048162493854761124
218,6005,ORE,285,0.05282871797680855
219,25864, PK,286,0.06728397309780121
220,54,W,287,0.06797874718904495
221,19333, BR,288,0.041181184351444244
222,75402, OV,289,0.027602342888712883
223,507, O,290,0.05726425722241402
224,2152,CE,291,0.06037285551428795
225,1111,AN,292,-0.000970436492934823
226,25864, PK,293,0.0774398222565651
227,54,W,294,0.08123363554477692
228,56,Y,295,0.036048952490091324
229,11,",",296,0.040937233716249466
230,8640, runs,297,0.04892880469560623
231,3235, along,298,0.0396093912422657
232,279, the,299,0.02618885599076748
233,18561, southern,300,0.008245452307164669
234,6964, edge,301,0.030724842101335526
235,315, of,302,0.05819372460246086
236,26832, Brooklyn,303,-0.0026009241119027138
237,11,",",304,0.042689938098192215
238,3345, close,305,0.04690142720937729
239,311, to,306,0.0598333403468132
240,279, the,307,0.024554584175348282
241,18435, ocean,308,0.01117276307195425
242,323, and,309,0.06598164141178131
243,293, b,310,0.035997867584228516
244,954,ays,311,0.040892813354730606
245,382,".

",312,0.03665637597441673
246,18,3,313,0.03953736275434494
247,13,.,314,0.03294713795185089
248,3146, **,315,0.05811368674039841
249,34587,Comparison,316,0.08911263197660446
250,334,**,317,0.10193849354982376
251,512,":
",318,0.05507369711995125
252,256,  ,319,0.028997689485549927
253,482, -,320,0.06498052924871445
254,17586, Without,321,0.0744459480047226
255,279, the,322,0.10497502982616425
256,4839, exact,323,0.1083955243229866
257,3813, location,324,0.12352658808231354
258,315, of,325,0.4180900752544403
259,426, B,326,0.14105704426765442
260,3097,AY,327,0.09337682276964188
261,88569, FAMILY,328,0.0771825835108757
262,67092, CENTER,329,0.06904229521751404
263,11,",",330,0.10810023546218872
264,584, we,331,0.05753064900636673
265,649, can,332,0.04272574186325073
266,2103, still,333,0.06196552515029907
267,24499, infer,334,0.0609230101108551
268,3196, based,335,0.03525392711162567
269,389, on,336,0.061098337173461914
270,279, the,337,0.06949742138385773
271,5144, names,338,0.0753837451338768
272,323, and,339,0.07012487947940826
273,279, the,340,0.061209335923194885
274,4689, general,341,0.05909591168165207
275,54242, geography,342,0.07513269782066345
276,315, of,343,0.11207476258277893
277,26832, Brooklyn,344,0.0757988691329956
278,13,.,345,0.06325027346611023
279,1442, If,346,0.06631375849246979
280,426, B,347,0.07603820413351059
281,3097,AY,348,0.0843416154384613
282,88569, FAMILY,349,0.06890679150819778
283,67092, CENTER,350,0.06422875821590424
284,374, is,351,0.07549607753753662
285,13118, indeed,352,0.06892070919275284
286,3221, near,353,0.05035553127527237
287,264, a,354,0.07828541845083237
288,23542, bay,355,0.06743408739566803
289,11,",",356,0.053788457065820694
290,433, it,357,0.07100241631269455
291,1436, could,358,0.06666266173124313
292,13893, potentially,359,0.07011204957962036
293,387, be,360,0.09348010271787643
294,304, in,361,0.06570696085691452
295,264, a,362,0.04125681519508362
296,8205, variety,363,0.053904466331005096
297,315, of,364,0.08384687453508377
298,10687, locations,365,0.07801016420125961
299,11,",",366,0.2785220146179199
300,719, but,367,0.0727040246129036
301,2728, given,368,0.053526900708675385
302,279, the,369,0.06200728565454483
303,2317, context,370,0.07156305760145187
304,11,",",371,0.09826822578907013
305,433, it,372,0.06261332333087921
306,596,'s,373,0.06681704521179199
307,50434, plausible,374,0.05682269483804703
308,430, that,375,0.06367696821689606
309,433, it,376,0.07483121007680893
310,596,'s,377,0.076858751475811
311,1101, also,378,0.07036489993333817
312,304, in,379,0.06755936145782471
313,279, the,380,0.053947098553180695
314,18561, southern,381,0.046528369188308716
315,961, part,382,0.05982011556625366
316,315, of,383,0.06229571998119354
317,26832, Brooklyn,384,0.06487303227186203
318,477, or,385,0.06838610768318176
319,520, at,386,0.06102237477898598
320,3325, least,387,0.02890227548778057
321,539, not,388,0.062363769859075546
322,12207, significantly,389,0.06261244416236877
323,10411, north,390,0.0873248279094696
324,315, of,391,0.07603181898593903
325,279, the,392,0.0735582709312439
326,33993, Belt,393,0.053908947855234146
327,68253, Parkway,394,0.012884140014648438
328,1887, system,395,0.015704073011875153
329,382,".

",396,0.0645231157541275
330,19,4,397,0.03742700815200806
331,13,.,398,0.03784608468413353
332,3146, **,399,0.06744670867919922
333,44534,Conclusion,400,0.07196372747421265
334,334,**,401,0.10464327782392502
335,512,":
",402,0.042737431824207306
336,256,  ,403,0.033125344663858414
337,482, -,404,0.01733817532658577
338,16644, Given,405,0.06997383385896683
339,430, that,406,0.08082558959722519
340,69359, BEL,407,0.09185676276683807
341,51,T,408,0.08112724125385284
342,6570, SH,409,0.04620664566755295
343,6005,ORE,410,0.037852659821510315
344,25864, PK,411,0.061285361647605896
345,54,W,412,0.05698377639055252
346,19333, BR,413,0.057237666100263596
347,75402, OV,414,0.034229349344968796
348,507, O,415,0.05026024207472801
349,2152,CE,416,0.033893316984176636
350,1111,AN,417,0.0008363459492102265
351,25864, PK,418,0.06925851851701736
352,54,W,419,0.06293600797653198
353,56,Y,420,0.02442644163966179
354,374, is,421,0.05322239175438881
355,961, part,422,0.06763613969087601
356,315, of,423,0.048005882650613785
357,279, the,424,0.05460300296545029
358,18561, southern,425,0.05382554978132248
359,26832, Brooklyn,426,0.05207221955060959
360,14054, infrastructure,427,0.04733479022979736
361,323, and,428,0.05340059474110603
362,26619, assuming,429,0.06433591991662979
363,426, B,430,0.0725652202963829
364,3097,AY,431,0.0835234746336937
365,88569, FAMILY,432,0.07258671522140503
366,67092, CENTER,433,0.0544549785554409
367,374, is,434,0.06620585173368454
368,539, not,435,0.07140571624040604
369,12207, significantly,436,0.057635918259620667
370,10411, north,437,0.06816083937883377
371,315, of,438,0.05668910592794418
372,420, this,439,0.06490137428045273
373,3158, area,440,0.07361159473657608
374,320, (,441,0.1189049705862999
375,30096,without,442,0.0597735233604908
376,4839, exact,443,0.08226290345191956
377,3813, location,444,0.09523618221282959
378,828, data,445,0.41205066442489624
379,705,"),",446,0.05087555944919586
380,433, it,447,0.06449182331562042
381,596,'s,448,0.057873331010341644
382,13579, reasonable,449,0.04654419422149658
383,311, to,450,0.04348212480545044
384,32194, conclude,451,0.057431407272815704
385,430, that,452,0.055679451674222946
386,69359, BEL,453,0.0875043049454689
387,51,T,454,0.06008601188659668
388,6570, SH,455,0.06522836536169052
389,6005,ORE,456,0.0611410029232502
390,25864, PK,457,0.05864221602678299
391,54,W,458,0.03401404991745949
392,19333, BR,459,0.05605752021074295
393,75402, OV,460,0.058590833097696304
394,507, O,461,0.05563715472817421
395,2152,CE,462,-0.008023720234632492
396,1111,AN,463,0.060570649802684784
397,25864, PK,464,0.07065069675445557
398,54,W,465,0.04542279615998268
399,56,Y,466,0.056390922516584396
400,1436, could,467,0.06084651127457619
401,387, be,468,0.057183340191841125
402,10007, south,469,0.05142219364643097
403,315, of,470,0.05651065334677696
404,477, or,471,0.07671767473220825
405,520, at,472,0.057987891137599945
406,3325, least,473,0.03369702026247978
407,539, not,474,0.05708694830536842
408,12207, significantly,475,0.05777141451835632
409,10411, north,476,0.0663660317659378
410,315, of,477,0.053085412830114365
411,426, B,478,0.080054372549057
412,3097,AY,479,0.08209411799907684
413,88569, FAMILY,480,0.07180748134851456
414,67092, CENTER,481,0.06847549229860306
415,11,",",482,0.08182107657194138
416,11911, depending,483,0.047434594482183456
417,389, on,484,0.0727074146270752
418,279, the,485,0.09013047814369202
419,4839, exact,486,0.08145467936992645
420,3813, location,487,0.11229993402957916
421,315, of,488,0.3540853261947632
422,279, the,489,0.11217013746500015
423,15629, latter,490,0.08292774111032486
424,382,".

",491,0.09122823923826218
425,11458,However,492,0.032886676490306854
426,11,",",493,0.05782368406653404
427,2085, without,494,0.060080286115407944
428,24473, precise,495,0.09566644579172134
429,10687, locations,496,0.10093195736408234
430,477, or,497,0.3698328137397766
431,264, a,498,0.0800844356417656
432,2472, map,499,0.057606857270002365
433,11,",",500,0.08164352178573608
434,279, the,501,0.047149863094091415
435,1455, most,502,0.06392726302146912
436,13687, accurate,503,0.04046372324228287
437,4320, answer,504,0.04936961457133293
438,3196, based,505,0.010662908665835857
439,389, on,506,0.038016047328710556
440,279, the,507,0.06368663161993027
441,2038, information,508,0.05237574875354767
442,3984, provided,509,0.08199673891067505
443,323, and,510,0.04548252373933792
444,4689, general,511,0.047257885336875916
445,6677, knowledge,512,0.063486747443676
446,315, of,513,0.05669807270169258
447,26832, Brooklyn,514,0.06430435180664062
448,596,'s,515,0.06835855543613434
449,54242, geography,516,0.06946662068367004
450,1053, would,517,0.09418393671512604
451,16025, lean,518,0.02744172513484955
452,7119, towards,519,0.02035823091864586
453,264, a,520,0.03324653580784798
454,76220, tentative,521,0.04093705490231514
455,14410, YES,522,0.04511098936200142
456,11,",",523,0.006968033034354448
457,13126, considering,524,0.03112708032131195
458,279, the,525,0.09987783432006836
459,14497, bridge,526,0.08094582706689835
460,596,'s,527,0.04603058099746704
461,3813, location,528,0.0763968750834465
462,304, in,529,0.3588583469390869
463,279, the,530,0.09430128335952759
464,2317, context,531,0.06019367277622223
465,315, of,532,0.09064439684152603
466,26832, Brooklyn,533,0.07913852483034134
467,596,'s,534,0.07725997269153595
468,18561, southern,535,0.07285019755363464
469,19671, belt,536,0.06537225842475891
470,323, and,537,0.008638745173811913
471,26619, assuming,538,0.0719563290476799
472,279, the,539,0.060010168701410294
473,3070, family,540,0.08694480359554291
474,4219, center,541,0.07624565064907074
475,374, is,542,0.07641025632619858
476,539, not,543,0.0658731758594513
477,304, in,544,0.05318516865372658
478,264, a,545,0.04752810299396515
479,12207, significantly,546,0.052717532962560654
480,810, more,547,0.07934002578258514
481,18671, northern,548,0.07734105736017227
482,3813, location,549,0.09089875221252441
483,1109, than,550,0.28641295433044434
484,279, the,551,0.09550339728593826
485,14497, bridge,552,0.0816420242190361
486,13,.,553,0.05049966275691986
487,4815," 

",554,0.036691419780254364
488,791,The,555,0.003367589320987463
489,1620, final,556,0.03731127083301544
490,4320, answer,557,0.017156748101115227
491,374, is,558,-0.002820032648742199
492,25,:,559,-0.009565484710037708
493,59060, $\,560,-0.007750929798930883
494,80175,boxed,561,-0.005185294896364212
495,90,{,562,-0.02820136398077011
496,14331,YES,563,-0.004957027267664671
497,32816,}$,564,-0.003910442348569632
498,128009,<|eot_id|>,565,-0.003666528733447194
