generated_token_index,token_id,token_text,prediction_position,cosine_similarity
137,14564, addresses,211,0.08283376693725586
138,11,",",212,0.10971252620220184
139,358, I,213,0.04717943072319031
140,1053, would,214,0.026973586529493332
141,1005, use,215,0.059461213648319244
142,264, a,216,0.06334441155195236
143,2472, map,217,0.05501798167824745
144,2532, service,218,0.08089768886566162
145,1093, like,219,0.051087986677885056
146,5195, Google,220,0.07060705125331879
147,28508, Maps,221,0.06284360587596893
148,311, to,222,0.06402261555194855
149,1505, find,223,0.08686085045337677
150,704, out,224,0.11641541123390198
151,1405, where,225,0.07197140157222748
152,1855, each,226,0.14334139227867126
153,3813, location,227,0.08607451617717743
154,374, is,228,0.3602021336555481
155,304, in,229,0.14278841018676758
156,12976, relation,230,0.08592723309993744
157,311, to,231,0.1350337266921997
158,279, the,232,0.06928606331348419
159,1023, other,233,0.044709064066410065
160,13,.,234,0.06947790086269379
161,1115, This,235,0.052691105753183365
162,3094, step,236,0.037345778197050095
163,374, is,237,0.03127862140536308
164,16996, crucial,238,0.026143107563257217
165,369, for,239,0.050302017480134964
166,8830, understanding,240,0.0706595927476883
167,872, their,241,0.06279829144477844
168,29079, spatial,242,0.11045520752668381
169,5133, relationship,243,0.18067696690559387
170,382,".

",244,0.13494335114955902
171,19,4,245,0.016980964690446854
172,13,.,246,0.03676819056272507
173,3146, **,247,0.06788711249828339
174,28474,Compare,248,0.08066409081220627
175,872, their,249,0.09362998604774475
176,10687, locations,250,0.10244279354810715
177,96618,**:,251,0.3231341242790222
178,9843, Once,252,0.05927685275673866
179,358, I,253,0.06966911256313324
180,617, have,254,0.06568676978349686
181,872, their,255,0.07836820930242538
182,4839, exact,256,0.11429327726364136
183,10093, positions,257,0.11659944802522659
184,11,",",258,0.23787225782871246
185,358, I,259,0.05209960788488388
186,649, can,260,0.0447927825152874
187,8417, determine,261,0.06746212393045425
188,422, if,262,0.08408805727958679
189,832, one,263,0.0727333128452301
190,374, is,264,0.0810142233967781
191,10007, south,265,0.06178467348217964
192,315, of,266,0.0751659944653511
193,279, the,267,0.05777180939912796
194,1023, other,268,0.08810371160507202
195,13,.,269,0.05976599454879761
196,1115, This,270,0.041146911680698395
197,18065, involves,271,0.03915656358003616
198,3411, looking,272,0.06974531710147858
199,520, at,273,0.07319357991218567
200,872, their,274,0.0731343924999237
201,6987, lat,275,0.10937187820672989
202,21237,itudes,276,0.12085987627506256
203,15871, primarily,277,0.10749053955078125
204,11,",",278,0.058211226016283035
205,439, as,279,0.042423419654369354
206,10687, locations,280,0.03226768597960472
207,4726, further,281,0.2346261739730835
208,10007, south,282,0.0485258512198925
209,617, have,283,0.05231238901615143
210,4827, lower,284,0.058031585067510605
211,6987, lat,285,0.07047072798013687
212,21237,itudes,286,0.09510017186403275
213,382,".

",287,0.08667691797018051
214,11458,However,288,0.024943435564637184
215,11,",",289,0.04278932511806488
216,2085, without,290,0.03979620710015297
217,279, the,291,0.058861590921878815
218,3230, specific,292,0.05852238088846207
219,14564, addresses,293,0.09958376735448837
220,477, or,294,0.11820235103368759
221,264, a,295,0.07347644120454788
222,1648, way,296,0.0528222993016243
223,311, to,297,0.04395157843828201
224,1427, look,298,0.05394963175058365
225,1124, them,299,0.06264546513557434
226,709, up,300,0.07125319540500641
227,304, in,301,0.02737138420343399
228,420, this,302,0.018126215785741806
229,3645, format,303,0.026185331866145134
230,11,",",304,0.07071051746606827
231,358, I,305,0.02557862177491188
232,2011, must,306,0.011388191021978855
233,17631, rely,307,0.025479912757873535
234,389, on,308,0.04605480283498764
235,4689, general,309,0.0555882528424263
236,6677, knowledge,310,0.05013580247759819
237,477, or,311,0.056007497012615204
238,32946, assumptions,312,0.04147342965006828
239,11,",",313,0.057278022170066833
240,902, which,314,0.02993457019329071
241,2643, might,315,0.016012677922844887
242,539, not,316,0.020360056310892105
243,387, be,317,0.029795624315738678
244,13687, accurate,318,0.026463788002729416
245,382,".

",319,0.06672375649213791
246,22818,Given,320,0.029790380969643593
247,279, the,321,0.051055870950222015
248,6996, lack,322,0.04878268763422966
249,315, of,323,0.06865277141332626
250,3230, specific,324,0.06884597986936569
251,2686, address,325,0.09497810155153275
252,2038, information,326,0.15312811732292175
253,323, and,327,0.08661514520645142
254,279, the,328,0.0525905080139637
255,38550, inability,329,0.04205713048577309
256,311, to,330,0.041679803282022476
257,1427, look,331,0.03998350352048874
258,709, up,332,0.06631441414356232
259,1972, real,333,0.059245072305202484
260,7394,-time,334,0.04256322607398033
261,828, data,335,0.05404510721564293
262,304, in,336,0.02171347290277481
263,420, this,337,0.007862931117415428
264,2077, response,338,0.0256195031106472
265,11,",",339,0.03125385195016861
266,358, I,340,0.02380569465458393
267,3358,'ll,341,0.009900141507387161
268,3493, provide,342,0.01909206062555313
269,264, a,343,0.035418733954429626
270,67217, generalized,344,0.02507016621530056
271,5603, approach,345,0.055295661091804504
272,311, to,346,0.03715968132019043
273,1268, how,347,0.018055200576782227
274,832, one,348,0.01349596120417118
275,2643, might,349,0.015979884192347527
276,4320, answer,350,0.009661620482802391
277,420, this,351,-0.009527234360575676
278,3488, question,352,0.005121008493006229
279,1473,":

",353,0.03169554844498634
280,12,-,354,0.0158714409917593
281,1442, If,355,0.04319658875465393
282,57184, UNITY,356,0.05760088562965393
283,10528, PL,357,0.08484691381454468
284,24476,AZ,358,0.07245570421218872
285,32,A,359,0.0628536194562912
286,220, ,360,0.06609205901622772
287,1114,17,361,0.07869388908147812
288,11,",",362,0.051722537726163864
289,1187,24,363,0.040403395891189575
290,11,",",364,0.035690683871507645
291,914,25,365,-0.032255202531814575
292,32,A,366,0.04073644056916237
293,48797, BUILD,367,0.040516603738069534
294,1753,ING,368,0.052604690194129944
295,220, ,369,0.06705131381750107
296,17,2,370,0.07237523794174194
297,374, is,371,0.06500077992677689
298,7559, located,372,0.07804211974143982
299,304, in,373,0.26854798197746277
300,264, a,374,0.06826020777225494
301,961, part,375,0.08287100493907928
302,315, of,376,0.0963292047381401
303,26832, Brooklyn,377,0.0839882344007492
304,430, that,378,0.0879974216222763
305,374, is,379,0.0823877826333046
306,3967, known,380,0.07965656369924545
307,311, to,381,0.0625547468662262
308,387, be,382,0.07597848027944565
309,10007, south,383,0.07580119371414185
310,315, of,384,0.08932416141033173
311,1405, where,385,0.0746103823184967
312,5091, TR,386,0.10310550034046173
313,691,IN,387,0.06801559776067734
314,3414,ITY,388,0.011150005273520947
315,356, C,389,0.06465836614370346
316,7614,ME,390,0.04558851942420006
317,33497, METHOD,391,0.06106818467378616
318,3931,IST,392,0.06808086484670639
319,6969, CH,393,0.041763417422771454
320,1539,UR,394,0.01036997139453888
321,2198,CH,395,0.030258748680353165
322,374, is,396,0.04970129206776619
323,11,",",397,0.08452829718589783
324,1243, then,398,0.030837683007121086
325,279, the,399,0.01864849589765072
326,4320, answer,400,0.0315990149974823
327,1053, would,401,0.010439742356538773
328,387, be,402,0.006675963755697012
329,14410, YES,403,0.02273416519165039
330,627,".
",404,0.01888050138950348
331,12,-,405,0.019804297015070915
332,1442, If,406,0.04752190783619881
333,5091, TR,407,0.05226019024848938
334,691,IN,408,0.06908413767814636
335,3414,ITY,409,0.07952522486448288
336,356, C,410,0.07374802976846695
337,7614,ME,411,0.07401298731565475
338,33497, METHOD,412,0.0694391131401062
339,3931,IST,413,0.06883375346660614
340,6969, CH,414,0.03072945401072502
341,1539,UR,415,0.015576737001538277
342,2198,CH,416,-0.013773549348115921
343,374, is,417,0.0567052885890007
344,10007, south,418,0.05446264520287514
345,315, of,419,0.06728364527225494
346,57184, UNITY,420,0.09177373349666595
347,10528, PL,421,0.07264429330825806
348,24476,AZ,422,0.021950501948595047
349,32,A,423,0.09505537897348404
350,220, ,424,0.04796099290251732
351,1114,17,425,0.07920905202627182
352,11,",",426,0.054523613303899765
353,1187,24,427,0.030176598578691483
354,11,",",428,0.036282993853092194
355,914,25,429,0.048223692923784256
356,32,A,430,0.033144522458314896
357,48797, BUILD,431,0.04161570221185684
358,1753,ING,432,-0.010610046796500683
359,220, ,433,0.06160132959485054
360,17,2,434,0.055373258888721466
361,11,",",435,0.04132295399904251
362,477, or,436,0.020541008561849594
363,422, if,437,0.044438548386096954
364,814, they,438,0.04214465990662575
365,527, are,439,0.08030939102172852
366,304, in,440,0.05936641991138458
367,279, the,441,0.05218307301402092
368,1890, same,442,0.08046100288629532
369,4689, general,443,0.05660705268383026
370,3158, area,444,0.06940538436174393
371,2085, without,445,0.13227881491184235
372,264, a,446,0.058111224323511124
373,2867, clear,447,0.061137184500694275
374,10411, north,448,0.047349292784929276
375,1355,-s,449,0.06047758087515831
376,2969,outh,450,0.054166845977306366
377,30296, distinction,451,0.06777259707450867
378,11,",",452,0.07239746302366257
379,279, the,453,0.01683923602104187
380,4320, answer,454,0.02817542478442192
381,1053, would,455,-0.0034367165062576532
382,387, be,456,1.0118354111909866e-05
383,5782, NO,457,0.010960647836327553
384,382,".

",458,0.04043711721897125
385,27131,Without,459,0.0388767272233963
386,4839, exact,460,0.06988115608692169
387,14564, addresses,461,0.09376460313796997
388,477, or,462,0.11986803263425827
389,2680, access,463,0.07190997898578644
390,311, to,464,0.03991817310452461
391,264, a,465,0.04136909544467926
392,13021, mapping,466,0.03045882284641266
393,2532, service,467,0.09061567485332489
394,311, to,468,0.02797560766339302
395,3493, provide,469,0.06884541362524033
396,24473, precise,470,0.070436991751194
397,10687, locations,471,0.079807810485363
398,11,",",472,0.36387354135513306
399,279, the,473,0.03102058544754982
400,1455, most,474,0.04700107127428055
401,13687, accurate,475,0.02104896493256092
402,2077, response,476,0.03671850264072418
403,358, I,477,0.029251761734485626
404,649, can,478,0.007135599385946989
405,3041, give,479,0.019913550466299057
406,3196, based,480,0.004020807333290577
407,389, on,481,0.04030279815196991
408,279, the,482,0.04398081824183464
409,2038, information,483,0.03807137906551361
410,3984, provided,484,0.07811902463436127
411,323, and,485,0.04667572304606438
412,279, the,486,0.035353366285562515
413,7504, steps,487,0.02904033288359642
414,33740, outlined,488,0.019008098170161247
415,374, is,489,0.020324213430285454
416,264, a,490,0.018744008615612984
417,67217, generalized,491,0.026993902400135994
418,5603, approach,492,0.035505641251802444
419,4856, rather,493,0.02920948900282383
420,1109, than,494,0.02667270042002201
421,264, a,495,0.051107317209243774
422,45813, definitive,496,0.06356572359800339
423,14410, YES,497,0.051167119294404984
424,477, or,498,0.009033347479999065
425,5782, NO,499,0.03338827192783356
426,13,.,500,0.02034040540456772
427,4815," 

",501,0.032300472259521484
428,11458,However,502,0.005188954062759876
429,11,",",503,0.03524550423026085
430,2533, since,504,0.030340369790792465
431,279, the,505,0.031725458800792694
432,3645, format,506,0.03046194463968277
433,7612, requires,507,0.05352005735039711
434,264, a,508,0.04156344011425972
435,14410, YES,509,0.043334588408470154
436,477, or,510,0.003872219705954194
437,5782, NO,511,0.04087601229548454
438,4320, answer,512,0.006682382896542549
439,323, and,513,0.007413224317133427
440,2728, given,514,0.029940709471702576
441,430, that,515,0.0351567268371582
442,358, I,516,0.04231652617454529
443,4250, cannot,517,0.020768072456121445
444,2804, perform,518,0.043564699590206146
445,279, the,519,0.042736709117889404
446,5150, actual,520,0.03177431970834732
447,19128, lookup,521,0.06372393667697906
448,2631, required,522,0.06999945640563965
449,311, to,523,0.04043778032064438
450,31388, definit,524,0.05641666054725647
451,3210,ively,525,0.020882703363895416
452,4320, answer,526,0.03524305671453476
453,279, the,527,-0.002542750909924507
454,3488, question,528,0.03369346633553505
455,11,",",529,0.026484010741114616
456,358, I,530,0.022637583315372467
457,690, will,531,0.007414148189127445
458,617, have,532,0.018844598904252052
459,311, to,533,0.020119842141866684
460,3493, provide,534,0.011260142549872398
461,264, a,535,0.021619901061058044
462,2077, response,536,0.02225654385983944
463,3196, based,537,0.040738653391599655
464,389, on,538,0.03305807337164879
465,279, the,539,0.03950425609946251
466,1920, process,540,0.029546137899160385
467,4856, rather,541,0.04124786704778671
468,1109, than,542,0.023150455206632614
469,279, the,543,0.03785848617553711
470,15632, outcome,544,0.03430074080824852
471,1473,":

",545,0.06916395574808121
472,791,The,546,-0.012478895485401154
473,1620, final,547,0.033980537205934525
474,4320, answer,548,0.013220328837633133
475,374, is,549,0.007020552642643452
476,25,:,550,-0.008578820154070854
477,59060, $\,551,-0.005577589385211468
478,80175,boxed,552,-0.007366571109741926
479,90,{,553,-0.018712475895881653
480,9173,NO,554,0.0026330561377108097
481,32816,}$,555,0.01555757224559784
482,128009,<|eot_id|>,556,-0.0006332905031740665
